Simu_round	Time_Greedy	Time_exhaus	Number_Greedy	Number_exhaus	Info	greedy_PE	exhaus_PE	greedy_PIC	exhaus_PIC
0	0	0	0	0	Both_failed	0	0	0	0
1	0	0	1	3	Exhaus	0.5535,0.4124,0.4518,0.4527,0.4676	0.4518,0.5141,0.4527,0.5535,0.493;0.4518,0.4527,0.5535,0.4124,0.4676;0.5141,0.4527,0.5535,0.4124,0.4832	0.5812,0.4662,0.45,0.4992,0.4992	0.45,0.5862,0.4992,0.5812,0.5292;0.45,0.4992,0.5812,0.4662,0.4992;0.5862,0.4992,0.5812,0.4662,0.5332
2	0	0	2	2		0.4859,0.2995,0.2995,0.4527,0.2551,0.3585;0.4859,0.2995,0.2995,0.4527,0.5535,0.4182	0.2995,0.4527,0.4859,0.2551,0.2995,0.3585;0.2995,0.4527,0.4859,0.2995,0.5535,0.4182	0.5478,0.3142,0.3142,0.4992,0.3318,0.4014;0.5478,0.3142,0.3142,0.4992,0.5812,0.4513	0.3142,0.4992,0.5478,0.3318,0.3142,0.4014;0.3142,0.4992,0.5478,0.3142,0.5812,0.4513
3	0	0	0	0	Both_failed	0	0	0	0
4	0	0	0	0	Both_failed	0	0	0	0
5	0	0	0	0	Both_failed	0	0	0	0
6	0	0	1	1		0.8288,0.7522,0.5901,0.7237	0.5901,0.8288,0.7522,0.7237	0.7978,0.73,0.6102,0.7127	0.6102,0.7978,0.73,0.7127
7	0	0	0	0	Both_failed	0	0	0	0
8	0	0	0	0	Both_failed	0	0	0	0
9	0	0	0	0	Both_failed	0	0	0	0
10	0	0	0	0	Both_failed	0	0	0	0
11	0	0	0	0	Both_failed	0	0	0	0
12	0	0	0	0	Both_failed	0	0	0	0
13	0	0	0	0	Both_failed	0	0	0	0
14	0	0	0	0	Both_failed	0	0	0	0
15	0	0	0	0	Both_failed	0	0	0	0
16	0	0	0	0	Both_failed	0	0	0	0
17	0	0	0	0	Both_failed	0	0	0	0
18	0	0	0	0	Both_failed	0	0	0	0
19	0	0	0	0	Both_failed	0	0	0	0
20	0	0	0	0	Both_failed	0	0	0	0
21	0	0	2	3	Exhaus	0.5901,0.6501,0.4951,0.7169,0.5233,0.5951;0.5901,0.6501,0.4951,0.5535,0.5233,0.5624	0.7169,0.6501,0.5233,0.5901,0.4951,0.5951;0.2749,0.5535,0.5233,0.5901,0.4951,0.4874;0.5535,0.6501,0.5233,0.5901,0.4951,0.5624	0.6102,0.642,0.5632,0.7204,0.535,0.6142;0.6102,0.642,0.5632,0.5812,0.535,0.5863	0.7204,0.642,0.535,0.6102,0.5632,0.6142;0.3648,0.5812,0.535,0.6102,0.5632,0.5309;0.5812,0.642,0.535,0.6102,0.5632,0.5863
22	0	0	0	0	Both_failed	0	0	0	0
23	0	0	0	0	Both_failed	0	0	0	0
24	0	0	3	3		0.7057,0.4527,0.4859,0.5481;0.7057,0.4951,0.4859,0.5622;0.7057,0.4951,0.4859,0.5622	0.4527,0.7057,0.4859,0.5481;0.4951,0.7057,0.4859,0.5622;0.7057,0.4951,0.4859,0.5622	0.673,0.4992,0.5478,0.5733;0.673,0.5632,0.5478,0.5947;0.673,0.5632,0.5478,0.5947	0.4992,0.673,0.5478,0.5733;0.5632,0.673,0.5478,0.5947;0.673,0.5632,0.5478,0.5947
25	0	0	0	0	Both_failed	0	0	0	0
26	0	0	1	2	Exhaus	0.6717,0.5141,0.6717,0.5901,0.6119	0.6717,0.6717,0.5901,0.6654,0.6497;0.6717,0.6717,0.5901,0.5141,0.6119	0.6756,0.5862,0.6756,0.6102,0.6369	0.6756,0.6756,0.6102,0.6918,0.6633;0.6756,0.6756,0.6102,0.5862,0.6369
27	0	0	0	0	Both_failed	0	0	0	0
28	0	0	0	0	Both_failed	0	0	0	0
29	0	0	1	3	Exhaus	0.7522,0.6717,0.4859,0.6717,0.6454	0.6717,0.5535,0.6717,0.4859,0.5957;0.6717,0.6717,0.7522,0.4859,0.6454;0.5535,0.6717,0.7522,0.4859,0.6158	0.73,0.6756,0.5478,0.6756,0.6572	0.6756,0.5812,0.6756,0.5478,0.62;0.6756,0.6756,0.73,0.5478,0.6572;0.5812,0.6756,0.73,0.5478,0.6337
30	0	0	0	0	Both_failed	0	0	0	0
31	0	0	0	0	Both_failed	0	0	0	0
32	0	0	0	0	Both_failed	0	0	0	0
33	0	0	0	0	Both_failed	0	0	0	0
34	0	0	0	0	Both_failed	0	0	0	0
35	0	0	0	0	Both_failed	0	0	0	0
36	0	0	0	0	Both_failed	0	0	0	0
37	0	0	0	0	Both_failed	0	0	0	0
38	0	0	0	0	Both_failed	0	0	0	0
39	0	0	2	3	Exhaus	0.6717,0.2995,0.5535,0.5901,0.5287;0.6717,0.2995,0.5535,0.427,0.4879	0.5535,0.5901,0.6717,0.2995,0.5287;0.5535,0.6717,0.427,0.2995,0.4879;0.5535,0.6717,0.427,0.427,0.5198	0.6756,0.3142,0.5812,0.6102,0.5453;0.6756,0.3142,0.5812,0.4918,0.5157	0.5812,0.6102,0.6756,0.3142,0.5453;0.5812,0.6756,0.4918,0.3142,0.5157;0.5812,0.6756,0.4918,0.4918,0.5601
40	0	0	0	0	Both_failed	0	0	0	0
41	0	0	0	0	Both_failed	0	0	0	0
42	0	0	0	0	Both_failed	0	0	0	0
43	0	0	0	0	Both_failed	0	0	0	0
44	0	0	0	0	Both_failed	0	0	0	0
45	0	0	0	0	Both_failed	0	0	0	0
46	0	0	0	0	Both_failed	0	0	0	0
47	0	0	2	2		0.8808,0.7522,0.4859,0.7063;0.8808,0.7522,0.5233,0.7188	0.8808,0.4859,0.7522,0.7063;0.8808,0.5233,0.7522,0.7188	0.8442,0.73,0.5478,0.7073;0.8442,0.73,0.535,0.7031	0.8442,0.5478,0.73,0.7073;0.8442,0.535,0.73,0.7031
48	0	0	0	0	Both_failed	0	0	0	0
49	0	0	0	0	Both_failed	0	0	0	0
50	0	0	0	0	Both_failed	0	0	0	0
51	0	0	0	0	Both_failed	0	0	0	0
52	0	0	0	0	Both_failed	0	0	0	0
53	0	0	1	1		0.5901,0.2995,0.4518,0.427,0.4421	0.2995,0.4518,0.5901,0.427,0.4421	0.6102,0.3142,0.45,0.4918,0.4666	0.3142,0.45,0.6102,0.4918,0.4666
54	0	0	0	0	Both_failed	0	0	0	0
55	0	0	0	0	Both_failed	0	0	0	0
56	0	0	0	0	Both_failed	0	0	0	0
57	0	0	0	0	Both_failed	0	0	0	0
58	0	0	0	0	Both_failed	0	0	0	0
59	0	0	1	1		0.5901,0.6717,0.427,0.5535,0.5606	0.6717,0.5901,0.427,0.5535,0.5606	0.6102,0.6756,0.4918,0.5812,0.5897	0.6756,0.6102,0.4918,0.5812,0.5897
60	0	0	0	0	Both_failed	0	0	0	0
61	0	0	0	0	Both_failed	0	0	0	0
62	0	0	2	2		0.7454,0.7454,0.2995,0.6501,0.764,0.6409;0.7454,0.7454,0.2995,0.6717,0.764,0.6452	0.2995,0.7454,0.6501,0.764,0.7454,0.6409;0.2995,0.7454,0.6717,0.764,0.7454,0.6452	0.7446,0.7446,0.3142,0.642,0.7482,0.6387;0.7446,0.7446,0.3142,0.6756,0.7482,0.6454	0.3142,0.7446,0.642,0.7482,0.7446,0.6387;0.3142,0.7446,0.6756,0.7482,0.7446,0.6454
63	0	0	1	1		0.5535,0.6654,0.4527,0.4518,0.5308	0.4518,0.5535,0.6654,0.4527,0.5308	0.5812,0.6918,0.4992,0.45,0.5556	0.45,0.5812,0.6918,0.4992,0.5556
64	0	0	0	0	Both_failed	0	0	0	0
65	0	0	0	0	Both_failed	0	0	0	0
66	0	0	1	1		0.8808,0.8808,0.8808	0.8808,0.8808,0.8808	0.8442,0.8442,0.8442	0.8442,0.8442,0.8442
67	0	0	0	0	Both_failed	0	0	0	0
68	0	0	0	0	Both_failed	0	0	0	0
69	0	0	1	1		0.7057,0.5616,0.6501,0.6391	0.5616,0.6501,0.7057,0.6391	0.673,0.5958,0.642,0.6369	0.5958,0.642,0.673,0.6369
70	0	0	0	0	Both_failed	0	0	0	0
71	0	0	0	0	Both_failed	0	0	0	0
72	0	0	0	0	Both_failed	0	0	0	0
73	0	0	4	6	Exhaus	0.6717,0.2995,0.7029,0.5901,0.566;0.6717,0.2995,0.7029,0.7169,0.5978;0.6717,0.5901,0.7029,0.5901,0.6387;0.6717,0.5901,0.7029,0.7169,0.6704	0.2995,0.5901,0.7029,0.6717,0.566;0.2995,0.7029,0.4527,0.7169,0.543;0.2995,0.7029,0.6717,0.7169,0.5978;0.5901,0.7029,0.5901,0.6717,0.6387;0.7029,0.4527,0.5901,0.7169,0.6156;0.7029,0.5901,0.6717,0.7169,0.6704	0.6756,0.3142,0.7014,0.6102,0.5754;0.6756,0.3142,0.7014,0.7204,0.6029;0.6756,0.6102,0.7014,0.6102,0.6494;0.6756,0.6102,0.7014,0.7204,0.6769	0.3142,0.6102,0.7014,0.6756,0.5754;0.3142,0.7014,0.4992,0.7204,0.5588;0.3142,0.7014,0.6756,0.7204,0.6029;0.6102,0.7014,0.6102,0.6756,0.6493;0.7014,0.4992,0.6102,0.7204,0.6328;0.7014,0.6102,0.6756,0.7204,0.6769
74	0	0	4	4		0.8808,0.8288,0.2995,0.6697;0.8808,0.8288,0.5141,0.7412;0.8808,0.8288,0.6717,0.7938;0.8808,0.8288,0.5233,0.7443	0.8288,0.2995,0.8808,0.6697;0.8288,0.5141,0.8808,0.7412;0.8288,0.6717,0.8808,0.7938;0.8288,0.8808,0.5233,0.7443	0.8442,0.7978,0.3142,0.6521;0.8442,0.7978,0.5862,0.7427;0.8442,0.7978,0.6756,0.7725;0.8442,0.7978,0.535,0.7257	0.7978,0.3142,0.8442,0.6521;0.7978,0.5862,0.8442,0.7427;0.7978,0.6756,0.8442,0.7725;0.7978,0.8442,0.535,0.7257
75	0	0	0	0	Both_failed	0	0	0	0
76	0	0	1	1		0.7057,0.6717,0.5901,0.6558	0.5901,0.6717,0.7057,0.6558	0.673,0.6756,0.6102,0.6529	0.6102,0.6756,0.673,0.6529
77	0	0	0	0	Both_failed	0	0	0	0
78	0	0	2	2		0.8808,0.5901,0.2995,0.5901;0.8808,0.4518,0.2995,0.544	0.5901,0.2995,0.8808,0.5901;0.2995,0.4518,0.8808,0.544	0.8442,0.6102,0.3142,0.5895;0.8442,0.45,0.3142,0.5361	0.6102,0.3142,0.8442,0.5895;0.3142,0.45,0.8442,0.5361
79	0	0	0	0	Both_failed	0	0	0	0
80	0	0	0	0	Both_failed	0	0	0	0
81	0	0	0	0	Both_failed	0	0	0	0
82	0	0	0	0	Both_failed	0	0	0	0
83	0	0	0	0	Both_failed	0	0	0	0
84	0	0	0	0	Both_failed	0	0	0	0
85	0	0	0	0	Both_failed	0	0	0	0
86	0	0	0	0	Both_failed	0	0	0	0
87	0	0	0	0	Both_failed	0	0	0	0
88	0	0	0	0	Both_failed	0	0	0	0
89	0	0	0	0	Both_failed	0	0	0	0
90	0	0	0	0	Both_failed	0	0	0	0
91	0	0	0	0	Both_failed	0	0	0	0
92	0	0	0	0	Both_failed	0	0	0	0
93	0	0	0	0	Both_failed	0	0	0	0
94	0	0	0	0	Both_failed	0	0	0	0
95	0	0	0	0	Both_failed	0	0	0	0
96	0	0	0	0	Both_failed	0	0	0	0
97	0	0	0	0	Both_failed	0	0	0	0
98	0	0	0	0	Both_failed	0	0	0	0
99	0	0	0	0	Both_failed	0	0	0	0
100	0	0	0	0	Both_failed	0	0	0	0
101	0	0	1	1		0.6717,0.5141,0.6501,0.6717,0.6269	0.6501,0.6717,0.6717,0.5141,0.6269	0.6756,0.5862,0.642,0.6756,0.6448	0.642,0.6756,0.6756,0.5862,0.6448
102	0	0	0	0	Both_failed	0	0	0	0
103	0	0	0	0	Both_failed	0	0	0	0
104	0	0	0	0	Both_failed	0	0	0	0
105	0	0	0	0	Both_failed	0	0	0	0
106	0	0	1	2	Exhaus	0.5616,0.5141,0.6717,0.6717,0.6048	0.6717,0.6717,0.5901,0.5616,0.6238;0.6717,0.6717,0.5616,0.5141,0.6048	0.5958,0.5862,0.6756,0.6756,0.6333	0.6756,0.6756,0.6102,0.5958,0.6393;0.6756,0.6756,0.5958,0.5862,0.6333
107	0	0	0	0	Both_failed	0	0	0	0
108	0	0	0	0	Both_failed	0	0	0	0
109	0	0	0	0	Both_failed	0	0	0	0
110	0	0	0	0	Both_failed	0	0	0	0
111	0	0	0	0	Both_failed	0	0	0	0
112	0	0	0	0	Both_failed	0	0	0	0
113	0	0	0	0	Both_failed	0	0	0	0
114	0	0	0	0	Both_failed	0	0	0	0
115	0	0	0	0	Both_failed	0	0	0	0
116	0	0	0	0	Both_failed	0	0	0	0
117	0	0	0	0	Both_failed	0	0	0	0
118	0	0	0	0	Both_failed	0	0	0	0
119	0	0	0	0	Both_failed	0	0	0	0
120	0	0	0	0	Both_failed	0	0	0	0
121	0	0	0	0	Both_failed	0	0	0	0
122	0	0	0	0	Both_failed	0	0	0	0
123	0	0	2	2		0.6149,0.6654,0.4527,0.2995,0.5081;0.6149,0.6654,0.4527,0.5901,0.5808	0.4527,0.6149,0.2995,0.6654,0.5081;0.4527,0.6149,0.6654,0.5901,0.5808	0.6454,0.6918,0.4992,0.3142,0.5376;0.6454,0.6918,0.4992,0.6102,0.6116	0.4992,0.6454,0.3142,0.6918,0.5376;0.4992,0.6454,0.6918,0.6102,0.6116
124	0	0	0	0	Both_failed	0	0	0	0
125	0	0	0	0	Both_failed	0	0	0	0
126	0	0	0	0	Both_failed	0	0	0	0
127	0	0	0	0	Both_failed	0	0	0	0
128	0	0	0	0	Both_failed	0	0	0	0
129	0	0	0	0	Both_failed	0	0	0	0
130	0	0	1	1		0.7522,0.6149,0.6493,0.4859,0.4124,0.5829	0.6493,0.4859,0.4124,0.6149,0.7522,0.5829	0.73,0.6454,0.672,0.5478,0.4662,0.6123	0.672,0.5478,0.4662,0.6454,0.73,0.6123
131	0	0	0	0	Both_failed	0	0	0	0
132	0	0	0	0	Both_failed	0	0	0	0
133	0	0	0	0	Both_failed	0	0	0	0
134	0	0	0	0	Both_failed	0	0	0	0
135	0	0	0	0	Both_failed	0	0	0	0
136	0	0	2	2		0.8808,0.5535,0.4951,0.6431;0.8808,0.5535,0.7522,0.7288	0.4951,0.5535,0.8808,0.6431;0.5535,0.7522,0.8808,0.7288	0.8442,0.5812,0.5632,0.6629;0.8442,0.5812,0.73,0.7185	0.5632,0.5812,0.8442,0.6629;0.5812,0.73,0.8442,0.7185
137	0	0	0	0	Both_failed	0	0	0	0
138	0	0	0	0	Both_failed	0	0	0	0
139	0	0	0	0	Both_failed	0	0	0	0
140	0	0	0	0	Both_failed	0	0	0	0
141	0	0	0	0	Both_failed	0	0	0	0
142	0	0	0	0	Both_failed	0	0	0	0
143	0	0	0	0	Both_failed	0	0	0	0
144	0	0	0	0	Both_failed	0	0	0	0
145	0	0	0	0	Both_failed	0	0	0	0
146	0	0	0	0	Both_failed	0	0	0	0
147	0	0	0	0	Both_failed	0	0	0	0
148	0	0	2	2		0.8808,0.2995,0.6501,0.6101;0.8808,0.5141,0.6501,0.6817	0.8808,0.2995,0.6501,0.6101;0.8808,0.5141,0.6501,0.6817	0.8442,0.3142,0.642,0.6001;0.8442,0.5862,0.642,0.6908	0.8442,0.3142,0.642,0.6001;0.8442,0.5862,0.642,0.6908
149	0	0	0	0	Both_failed	0	0	0	0
150	0	0	0	0	Both_failed	0	0	0	0
151	0	0	0	0	Both_failed	0	0	0	0
152	0	0	0	0	Both_failed	0	0	0	0
153	0	0	0	0	Both_failed	0	0	0	0
154	0	0	0	0	Both_failed	0	0	0	0
155	0	0	0	0	Both_failed	0	0	0	0
156	0	0	0	0	Both_failed	0	0	0	0
157	0	0	0	0	Both_failed	0	0	0	0
158	0	0	0	0	Both_failed	0	0	0	0
159	0	0	0	0	Both_failed	0	0	0	0
160	0	0	0	0	Both_failed	0	0	0	0
161	0	0	0	0	Both_failed	0	0	0	0
162	0	0	0	0	Both_failed	0	0	0	0
163	0	0	1	2	Exhaus	0.7522,0.6717,0.2995,0.4124,0.5339	0.5616,0.4124,0.7522,0.2995,0.5064;0.4124,0.7522,0.2995,0.6717,0.534	0.73,0.6756,0.3142,0.4662,0.5465	0.5958,0.4662,0.73,0.3142,0.5266;0.4662,0.73,0.3142,0.6756,0.5465
164	0	0	0	0	Both_failed	0	0	0	0
165	0	0	0	0	Both_failed	0	0	0	0
166	0	0	2	3	Exhaus	0.6717,0.2995,0.7169,0.6149,0.5758;0.6717,0.2995,0.7169,0.6149,0.5758	0.2995,0.6149,0.6717,0.7169,0.5758;0.2995,0.6717,0.7169,0.6149,0.5758;0.2995,0.6717,0.6149,0.5616,0.5369	0.6756,0.3142,0.7204,0.6454,0.5889;0.6756,0.3142,0.7204,0.6454,0.5889	0.3142,0.6454,0.6756,0.7204,0.5889;0.3142,0.6756,0.7204,0.6454,0.5889;0.3142,0.6756,0.6454,0.5958,0.5578
167	0	0	0	0	Both_failed	0	0	0	0
168	0	0	0	0	Both_failed	0	0	0	0
169	0	0	0	0	Both_failed	0	0	0	0
170	0	0	2	2		0.7057,0.6501,0.6149,0.6569;0.7057,0.4527,0.6149,0.5911	0.6501,0.7057,0.6149,0.6569;0.4527,0.7057,0.6149,0.5911	0.673,0.642,0.6454,0.6535;0.673,0.4992,0.6454,0.6059	0.642,0.673,0.6454,0.6535;0.4992,0.673,0.6454,0.6059
171	0	0	0	0	Both_failed	0	0	0	0
172	0	0	0	0	Both_failed	0	0	0	0
173	0	0	0	0	Both_failed	0	0	0	0
174	0	0	0	0	Both_failed	0	0	0	0
175	0	0	0	0	Both_failed	0	0	0	0
176	0	0	0	0	Both_failed	0	0	0	0
177	0	0	0	0	Both_failed	0	0	0	0
178	0	0	0	0	Both_failed	0	0	0	0
179	0	0	0	0	Both_failed	0	0	0	0
180	0	0	0	0	Both_failed	0	0	0	0
181	0	0	0	0	Both_failed	0	0	0	0
182	0	0	0	0	Both_failed	0	0	0	0
183	0	0	0	0	Both_failed	0	0	0	0
184	0	0	0	0	Both_failed	0	0	0	0
185	0	0	0	0	Both_failed	0	0	0	0
186	0	0	0	0	Both_failed	0	0	0	0
187	0	0	0	0	Both_failed	0	0	0	0
188	0	0	1	2	Exhaus	0.7522,0.7454,0.4859,0.5901,0.4124,0.5972	0.7522,0.5901,0.4859,0.4124,0.7454,0.5972;0.7169,0.5901,0.4859,0.4124,0.7454,0.5901	0.73,0.7446,0.5478,0.6102,0.4662,0.6198	0.73,0.6102,0.5478,0.4662,0.7446,0.6198;0.7204,0.6102,0.5478,0.4662,0.7446,0.6178
189	0	0	0	0	Both_failed	0	0	0	0
190	0	0	0	0	Both_failed	0	0	0	0
191	0	0	0	0	Both_failed	0	0	0	0
192	0	0	0	0	Both_failed	0	0	0	0
193	0	0	1	1		0.6717,0.4951,0.4518,0.6501,0.5672	0.4951,0.6501,0.4518,0.6717,0.5672	0.6756,0.5632,0.45,0.642,0.5827	0.5632,0.642,0.45,0.6756,0.5827
194	0	0	0	0	Both_failed	0	0	0	0
195	0	0	0	0	Both_failed	0	0	0	0
196	0	0	0	0	Both_failed	0	0	0	0
197	0	0	3	3		0.8808,0.7454,0.5535,0.7266;0.8808,0.7454,0.5901,0.7388;0.8808,0.7454,0.4527,0.693	0.8808,0.5535,0.7454,0.7266;0.8808,0.7454,0.5901,0.7388;0.8808,0.7454,0.4527,0.693	0.8442,0.7446,0.5812,0.7233;0.8442,0.7446,0.6102,0.733;0.8442,0.7446,0.4992,0.696	0.8442,0.5812,0.7446,0.7233;0.8442,0.7446,0.6102,0.733;0.8442,0.7446,0.4992,0.696
198	0	0	0	0	Both_failed	0	0	0	0
199	0	0	0	0	Both_failed	0	0	0	0
200	0	0	0	0	Both_failed	0	0	0	0
201	0	0	0	0	Both_failed	0	0	0	0
202	0	0	0	0	Both_failed	0	0	0	0
203	0	0	0	0	Both_failed	0	0	0	0
204	0	0	0	0	Both_failed	0	0	0	0
205	0	0	1	1		0.7522,0.6149,0.4124,0.5932	0.7522,0.6149,0.4124,0.5932	0.73,0.6454,0.4662,0.6139	0.73,0.6454,0.4662,0.6139
206	0	0	0	0	Both_failed	0	0	0	0
207	0	0	0	0	Both_failed	0	0	0	0
208	0	0	0	0	Both_failed	0	0	0	0
209	0	0	0	0	Both_failed	0	0	0	0
210	0	0	0	0	Both_failed	0	0	0	0
211	0	0	0	0	Both_failed	0	0	0	0
212	0	0	0	0	Both_failed	0	0	0	0
213	0	0	0	0	Both_failed	0	0	0	0
214	0	0	0	0	Both_failed	0	0	0	0
215	0	0	0	0	Both_failed	0	0	0	0
216	0	0	0	0	Both_failed	0	0	0	0
217	0	0	0	0	Both_failed	0	0	0	0
218	0	0	0	0	Both_failed	0	0	0	0
219	0	0	0	0	Both_failed	0	0	0	0
220	0	0	0	0	Both_failed	0	0	0	0
221	0	0	0	0	Both_failed	0	0	0	0
222	0	0	0	0	Both_failed	0	0	0	0
223	0	0	0	0	Both_failed	0	0	0	0
224	0	0	0	0	Both_failed	0	0	0	0
225	0	0	0	0	Both_failed	0	0	0	0
226	0	0	0	0	Both_failed	0	0	0	0
227	0	0	0	0	Both_failed	0	0	0	0
228	0	0	0	0	Both_failed	0	0	0	0
229	0	0	0	0	Both_failed	0	0	0	0
230	0	0	0	0	Both_failed	0	0	0	0
231	0	0	0	0	Both_failed	0	0	0	0
232	0	0	0	0	Both_failed	0	0	0	0
233	0	0	0	0	Both_failed	0	0	0	0
234	0	0	0	0	Both_failed	0	0	0	0
235	0	0	0	0	Both_failed	0	0	0	0
236	0	0	0	0	Both_failed	0	0	0	0
237	0	0	0	0	Both_failed	0	0	0	0
238	0	0	0	0	Both_failed	0	0	0	0
239	0	0	0	0	Both_failed	0	0	0	0
240	0	0	0	0	Both_failed	0	0	0	0
241	0	0	0	0	Both_failed	0	0	0	0
242	0	0	0	0	Both_failed	0	0	0	0
243	0	0	0	0	Both_failed	0	0	0	0
244	0	0	2	3	Exhaus	0.8288,0.6501,0.6501,0.5535,0.6706;0.8288,0.7522,0.6501,0.5535,0.6962	0.5901,0.6501,0.8288,0.5535,0.6556;0.6501,0.8288,0.6501,0.5535,0.6706;0.6501,0.8288,0.5535,0.7522,0.6962	0.7978,0.642,0.642,0.5812,0.6657;0.7978,0.73,0.642,0.5812,0.6878	0.6102,0.642,0.7978,0.5812,0.6578;0.642,0.7978,0.642,0.5812,0.6657;0.642,0.7978,0.5812,0.73,0.6878
245	0	0	2	6	Exhaus	0.6717,0.5233,0.4951,0.6149,0.5762;0.6717,0.4527,0.4951,0.6149,0.5586	0.427,0.4951,0.6717,0.6149,0.5522;0.4951,0.427,0.6717,0.6149,0.5522;0.4951,0.5233,0.6717,0.6149,0.5762;0.4951,0.4527,0.6717,0.6149,0.5586;0.4951,0.6501,0.6717,0.6149,0.608;0.4951,0.6717,0.6501,0.6149,0.608	0.6756,0.535,0.5632,0.6454,0.6048;0.6756,0.4992,0.5632,0.6454,0.5958	0.4918,0.5632,0.6756,0.6454,0.594;0.5632,0.4918,0.6756,0.6454,0.594;0.5632,0.535,0.6756,0.6454,0.6048;0.5632,0.4992,0.6756,0.6454,0.5958;0.5632,0.642,0.6756,0.6454,0.6316;0.5632,0.6756,0.642,0.6454,0.6315
246	0	0	0	0	Both_failed	0	0	0	0
247	0	0	0	0	Both_failed	0	0	0	0
248	0	0	0	0	Both_failed	0	0	0	0
249	0	0	0	0	Both_failed	0	0	0	0
250	0	0	0	0	Both_failed	0	0	0	0
251	0	0	0	0	Both_failed	0	0	0	0
252	0	0	3	4	Exhaus	0.8288,0.5535,0.6717,0.6847;0.8288,0.5535,0.4124,0.5982;0.8288,0.5535,0.4527,0.6117	0.6717,0.5535,0.8288,0.6847;0.6717,0.8288,0.4527,0.6511;0.5535,0.4124,0.8288,0.5982;0.5535,0.8288,0.4527,0.6117	0.7978,0.5812,0.6756,0.6849;0.7978,0.5812,0.4662,0.6151;0.7978,0.5812,0.4992,0.6261	0.6756,0.5812,0.7978,0.6849;0.6756,0.7978,0.4992,0.6575;0.5812,0.4662,0.7978,0.6151;0.5812,0.7978,0.4992,0.6261
253	0	0	0	0	Both_failed	0	0	0	0
254	0	0	0	0	Both_failed	0	0	0	0
255	0	0	0	0	Both_failed	0	0	0	0
256	0	0	0	0	Both_failed	0	0	0	0
257	0	0	0	0	Both_failed	0	0	0	0
258	0	0	0	0	Both_failed	0	0	0	0
259	0	0	0	0	Both_failed	0	0	0	0
260	0	0	0	0	Both_failed	0	0	0	0
261	0	0	0	0	Both_failed	0	0	0	0
262	0	0	1	2	Exhaus	0.6717,0.427,0.5233,0.4124,0.6501,0.5369	0.5901,0.427,0.5233,0.6717,0.6501,0.5724;0.427,0.5233,0.4124,0.6717,0.6501,0.5369	0.6756,0.4918,0.535,0.4662,0.642,0.5621	0.6102,0.4918,0.535,0.6756,0.642,0.5909;0.4918,0.535,0.4662,0.6756,0.642,0.5621
263	0	0	0	0	Both_failed	0	0	0	0
264	0	0	0	0	Both_failed	0	0	0	0
265	0	0	0	0	Both_failed	0	0	0	0
266	0	0	0	0	Both_failed	0	0	0	0
267	0	0	0	0	Both_failed	0	0	0	0
268	0	0	1	1		0.6717,0.7169,0.6717,0.427,0.6218	0.6717,0.6717,0.7169,0.427,0.6218	0.6756,0.7204,0.6756,0.4918,0.6408	0.6756,0.6756,0.7204,0.4918,0.6408
269	0	0	0	0	Both_failed	0	0	0	0
270	0	0	1	2	Exhaus	0.7522,0.6717,0.7522,0.6717,0.712	0.5233,0.6717,0.7522,0.6717,0.6547;0.7522,0.6717,0.7522,0.6717,0.712	0.73,0.6756,0.73,0.6756,0.7028	0.535,0.6756,0.73,0.6756,0.654;0.73,0.6756,0.73,0.6756,0.7028
271	0	0	0	0	Both_failed	0	0	0	0
272	0	0	0	0	Both_failed	0	0	0	0
273	0	0	1	1		0.7057,0.5616,0.5901,0.6149,0.6181	0.5901,0.5616,0.7057,0.6149,0.6181	0.673,0.5958,0.6102,0.6454,0.6311	0.6102,0.5958,0.673,0.6454,0.6311
274	0	0	0	0	Both_failed	0	0	0	0
275	0	0	1	1		0.7522,0.5535,0.5141,0.5535,0.5933	0.7522,0.5535,0.5535,0.5141,0.5933	0.73,0.5812,0.5862,0.5812,0.6196	0.73,0.5812,0.5812,0.5862,0.6196
276	0	0	0	0	Both_failed	0	0	0	0
277	0	0	0	0	Both_failed	0	0	0	0
278	0	0	0	0	Both_failed	0	0	0	0
279	0	0	1	1		0.6717,0.5535,0.4124,0.427,0.5162	0.5535,0.427,0.4124,0.6717,0.5162	0.6756,0.5812,0.4662,0.4918,0.5537	0.5812,0.4918,0.4662,0.6756,0.5537
280	0	0	0	0	Both_failed	0	0	0	0
281	0	0	0	0	Both_failed	0	0	0	0
282	0	0	0	0	Both_failed	0	0	0	0
283	0	0	0	0	Both_failed	0	0	0	0
284	0	0	0	0	Both_failed	0	0	0	0
285	0	0	0	0	Both_failed	0	0	0	0
286	0	0	0	0	Both_failed	0	0	0	0
287	0	0	1	1		0.8808,0.5616,0.5233,0.2749,0.5602	0.5233,0.2749,0.5616,0.8808,0.5601	0.8442,0.5958,0.535,0.3648,0.585	0.535,0.3648,0.5958,0.8442,0.585
288	0	0	0	0	Both_failed	0	0	0	0
289	0	0	3	3		0.8288,0.7029,0.6654,0.7324;0.8288,0.7029,0.7169,0.7495;0.8288,0.7029,0.2995,0.6104	0.6654,0.7029,0.8288,0.7324;0.7029,0.7169,0.8288,0.7495;0.7029,0.8288,0.2995,0.6104	0.7978,0.7014,0.6918,0.7303;0.7978,0.7014,0.7204,0.7399;0.7978,0.7014,0.3142,0.6045	0.6918,0.7014,0.7978,0.7303;0.7014,0.7204,0.7978,0.7399;0.7014,0.7978,0.3142,0.6045
